i,label,score,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
415,6,,2.196305513381958,2.178264617919922,2.1716489791870117,2.1716489791870117,2.1716489791870117,2.1716489791870117,2.130661725997925,2.130661725997925,2.130661725997925,2.130661725997925,2.130661725997925,2.130661725997925,2.130661725997925,2.130661725997925,2.130661725997925,2.130661725997925,2.130661725997925,2.130661725997925,2.130661725997925,2.130661725997925,2.130661725997925,2.130661725997925
331,3,,2.2488348484039307,2.2488348484039307,2.2488348484039307,2.2488348484039307,2.1980700492858887,2.1980700492858887,2.1980700492858887,2.1980700492858887,2.1980700492858887,2.1980700492858887,2.1980700492858887,2.1980700492858887,2.1980700492858887,2.1980700492858887,2.1980700492858887,2.1980700492858887,2.1980700492858887,2.1980700492858887,2.1980700492858887,2.1980700492858887,2.1980700492858887,2.1980700492858887
108,9,,2.289072036743164,2.289072036743164,2.289072036743164,2.289072036743164,2.289072036743164,2.289072036743164,2.289072036743164,2.289072036743164,2.289072036743164,2.289072036743164,2.289072036743164,2.289072036743164,2.289072036743164,2.289072036743164,2.289072036743164,2.289072036743164,2.289072036743164,2.289072036743164,2.289072036743164,2.289072036743164,2.289072036743164,2.289072036743164
451,7,,2.405430793762207,2.405430793762207,2.405430793762207,2.405430793762207,2.4172239303588867,2.4172239303588867,2.4172239303588867,2.4172239303588867,2.4172239303588867,2.4172239303588867,2.4172239303588867,2.4172239303588867,2.4172239303588867,2.4172239303588867,2.4172239303588867,2.4172239303588867,2.4172239303588867,2.4172239303588867,2.4172239303588867,2.4172239303588867,2.4172239303588867,2.4172239303588867
476,0,,2.2057743072509766,2.2057743072509766,2.2057743072509766,2.2057743072509766,2.2057743072509766,2.2057743072509766,2.2057743072509766,2.2057743072509766,2.2057743072509766,2.2057743072509766,2.2057743072509766,2.2057743072509766,2.2057743072509766,2.2057743072509766,2.2057743072509766,2.2057743072509766,2.2057743072509766,2.2057743072509766,2.2057743072509766,2.2057743072509766,2.2057743072509766,2.2057743072509766
508,5,,2.241715669631958,2.241715669631958,2.241715669631958,2.241715669631958,2.241715669631958,2.241715669631958,2.241715669631958,2.241715669631958,2.241715669631958,2.241715669631958,2.241715669631958,2.241715669631958,2.241715669631958,2.241715669631958,2.241715669631958,2.241715669631958,2.241715669631958,2.241715669631958,2.241715669631958,2.241715669631958,2.241715669631958,2.241715669631958
162,4,,2.311828374862671,2.311828374862671,2.311828374862671,2.311828374862671,2.311828374862671,2.311828374862671,2.3833086490631104,2.389162540435791,2.389162540435791,2.389162540435791,2.389162540435791,2.389162540435791,2.389162540435791,2.389162540435791,2.389162540435791,2.389162540435791,2.389162540435791,2.389162540435791,2.389162540435791,2.389162540435791,2.389162540435791,2.389162540435791
264,1,,2.287075996398926,2.287075996398926,2.287075996398926,2.287075996398926,2.287075996398926,2.287075996398926,2.287075996398926,2.287075996398926,2.287075996398926,2.287075996398926,2.287075996398926,2.287075996398926,2.287075996398926,2.287075996398926,2.287075996398926,2.287075996398926,2.287075996398926,2.287075996398926,2.287075996398926,2.287075996398926,2.287075996398926,2.287075996398926
462,9,,2.287754535675049,2.287754535675049,2.287754535675049,2.287754535675049,2.287754535675049,2.287754535675049,2.287754535675049,2.287754535675049,2.287754535675049,2.287754535675049,2.287754535675049,2.287754535675049,2.287754535675049,2.287754535675049,2.287754535675049,2.287754535675049,2.287754535675049,2.287754535675049,2.287754535675049,2.287754535675049,2.287754535675049,2.287754535675049
179,1,,2.328815221786499,2.328815221786499,2.328815221786499,2.328815221786499,2.328815221786499,2.328815221786499,2.328815221786499,2.328815221786499,2.328815221786499,2.328815221786499,2.328815221786499,2.328815221786499,2.328815221786499,2.328815221786499,2.328815221786499,2.328815221786499,2.328815221786499,2.328815221786499,2.328815221786499,2.328815221786499,2.328815221786499,2.328815221786499
469,5,,2.3407082557678223,2.3407082557678223,2.3407082557678223,2.3407082557678223,2.3407082557678223,2.3407082557678223,2.3407082557678223,2.3407082557678223,2.3407082557678223,2.3407082557678223,2.3407082557678223,2.3407082557678223,2.3407082557678223,2.3407082557678223,2.3407082557678223,2.3407082557678223,2.3407082557678223,2.3407082557678223,2.3407082557678223,2.3407082557678223,2.3407082557678223,2.3407082557678223
316,6,,2.2372496128082275,2.2372496128082275,2.2372496128082275,2.2372496128082275,2.2372496128082275,2.2372496128082275,2.2372496128082275,2.2372496128082275,2.2372496128082275,2.2372496128082275,2.2372496128082275,2.2372496128082275,2.2372496128082275,2.2372496128082275,2.2372496128082275,2.2372496128082275,2.2372496128082275,2.2372496128082275,2.2372496128082275,2.2372496128082275,2.2372496128082275,2.2372496128082275
446,2,,2.3805925846099854,2.3805925846099854,2.3805925846099854,2.3805925846099854,2.4060840606689453,2.4060840606689453,2.4060840606689453,2.4060840606689453,2.4060840606689453,2.4060840606689453,2.4060840606689453,2.4060840606689453,2.4060840606689453,2.4060840606689453,2.4060840606689453,2.4060840606689453,2.4060840606689453,2.4060840606689453,2.4060840606689453,2.4060840606689453,2.4060840606689453,2.4060840606689453
335,0,,2.237426280975342,2.237426280975342,2.237426280975342,2.237426280975342,2.237426280975342,2.237426280975342,2.237426280975342,2.237426280975342,2.237426280975342,2.237426280975342,2.237426280975342,2.237426280975342,2.237426280975342,2.237426280975342,2.237426280975342,2.237426280975342,2.237426280975342,2.237426280975342,2.237426280975342,2.237426280975342,2.237426280975342,2.237426280975342
132,0,,2.164041519165039,2.149263381958008,2.1041979789733887,2.1041979789733887,2.1041979789733887,2.1041979789733887,2.1041979789733887,2.1041979789733887,2.1041979789733887,2.1041979789733887,2.1041979789733887,2.1041979789733887,2.1041979789733887,2.1041979789733887,2.1041979789733887,2.1041979789733887,2.1041979789733887,2.1041979789733887,2.1041979789733887,2.1041979789733887,2.1041979789733887,2.1041979789733887
418,2,,2.3737919330596924,2.3737919330596924,2.3737919330596924,2.3737919330596924,2.3737919330596924,2.3737919330596924,2.3727688789367676,2.3727688789367676,2.3727688789367676,2.3727688789367676,2.3727688789367676,2.3727688789367676,2.3727688789367676,2.3727688789367676,2.3727688789367676,2.3727688789367676,2.3727688789367676,2.3727688789367676,2.3727688789367676,2.3727688789367676,2.3727688789367676,2.3727688789367676
192,5,,2.2698378562927246,2.2698378562927246,2.2698378562927246,2.2698378562927246,2.2698378562927246,2.2698378562927246,2.2698378562927246,2.2698378562927246,2.2698378562927246,2.2698378562927246,2.2698378562927246,2.2698378562927246,2.2698378562927246,2.2698378562927246,2.2698378562927246,2.2698378562927246,2.2698378562927246,2.2698378562927246,2.2698378562927246,2.2698378562927246,2.2698378562927246,2.2698378562927246
151,8,,2.231714963912964,2.231714963912964,2.231714963912964,2.231714963912964,2.231714963912964,2.231714963912964,2.231714963912964,2.231714963912964,2.231714963912964,2.231714963912964,2.231714963912964,2.231714963912964,2.231714963912964,2.231714963912964,2.231714963912964,2.231714963912964,2.231714963912964,2.231714963912964,2.231714963912964,2.231714963912964,2.231714963912964,2.231714963912964
449,0,,2.267843246459961,2.267843246459961,2.267843246459961,2.267843246459961,2.267843246459961,2.267843246459961,2.267843246459961,2.267843246459961,2.267843246459961,2.267843246459961,2.267843246459961,2.267843246459961,2.267843246459961,2.267843246459961,2.267843246459961,2.267843246459961,2.267843246459961,2.267843246459961,2.267843246459961,2.267843246459961,2.267843246459961,2.267843246459961
393,6,,2.2959203720092773,2.2959203720092773,2.2959203720092773,2.2959203720092773,2.2959203720092773,2.2959203720092773,2.2959203720092773,2.2959203720092773,2.2959203720092773,2.2959203720092773,2.2959203720092773,2.2959203720092773,2.2959203720092773,2.2959203720092773,2.2959203720092773,2.2959203720092773,2.2959203720092773,2.2959203720092773,2.2959203720092773,2.2959203720092773,2.2959203720092773,2.2959203720092773
71,8,,2.336704730987549,2.336704730987549,2.336704730987549,2.336704730987549,2.336704730987549,2.336704730987549,2.336704730987549,2.336704730987549,2.336704730987549,2.336704730987549,2.336704730987549,2.336704730987549,2.336704730987549,2.336704730987549,2.336704730987549,2.336704730987549,2.336704730987549,2.336704730987549,2.336704730987549,2.336704730987549,2.336704730987549,2.336704730987549
117,1,,2.295027256011963,2.295027256011963,2.295027256011963,2.295027256011963,2.295027256011963,2.295027256011963,2.295027256011963,2.295027256011963,2.295027256011963,2.295027256011963,2.295027256011963,2.295027256011963,2.295027256011963,2.295027256011963,2.295027256011963,2.295027256011963,2.295027256011963,2.295027256011963,2.295027256011963,2.295027256011963,2.295027256011963,2.295027256011963
445,3,,2.233604907989502,2.233604907989502,2.233604907989502,2.233604907989502,2.2220044136047363,2.2220044136047363,2.2220044136047363,2.2220044136047363,2.2220044136047363,2.2220044136047363,2.2220044136047363,2.2220044136047363,2.2220044136047363,2.2220044136047363,2.2220044136047363,2.2220044136047363,2.2220044136047363,2.2220044136047363,2.2220044136047363,2.2220044136047363,2.2220044136047363,2.2220044136047363
148,5,,2.2705094814300537,2.2705094814300537,2.2705094814300537,2.2705094814300537,2.2705094814300537,2.2705094814300537,2.2705094814300537,2.2705094814300537,2.2705094814300537,2.2705094814300537,2.2705094814300537,2.2705094814300537,2.2705094814300537,2.2705094814300537,2.2705094814300537,2.2705094814300537,2.2705094814300537,2.2705094814300537,2.2705094814300537,2.2705094814300537,2.2705094814300537,2.2705094814300537
285,5,,2.355715036392212,2.355715036392212,2.355715036392212,2.355715036392212,2.3666939735412598,2.3666939735412598,2.3666939735412598,2.3666939735412598,2.3666939735412598,2.3666939735412598,2.3666939735412598,2.3666939735412598,2.3666939735412598,2.3666939735412598,2.3666939735412598,2.3666939735412598,2.3666939735412598,2.3666939735412598,2.3666939735412598,2.3666939735412598,2.3666939735412598,2.3666939735412598
266,2,,2.2791097164154053,2.2791097164154053,2.2791097164154053,2.2791097164154053,2.2791097164154053,2.2791097164154053,2.2791097164154053,2.2791097164154053,2.2791097164154053,2.2791097164154053,2.2791097164154053,2.2791097164154053,2.2791097164154053,2.2791097164154053,2.2791097164154053,2.2791097164154053,2.2791097164154053,2.2791097164154053,2.2791097164154053,2.2791097164154053,2.2791097164154053,2.2791097164154053
555,0,,2.25197696685791,2.25197696685791,2.25197696685791,2.25197696685791,2.25197696685791,2.25197696685791,2.25197696685791,2.25197696685791,2.25197696685791,2.25197696685791,2.25197696685791,2.25197696685791,2.25197696685791,2.25197696685791,2.25197696685791,2.25197696685791,2.25197696685791,2.25197696685791,2.25197696685791,2.25197696685791,2.25197696685791,2.25197696685791
367,9,,2.3484244346618652,2.2650320529937744,2.2613022327423096,2.2613022327423096,2.2613022327423096,2.2613022327423096,2.2613022327423096,2.2613022327423096,2.2613022327423096,2.2613022327423096,2.2613022327423096,2.2613022327423096,2.2613022327423096,2.2613022327423096,2.2613022327423096,2.2613022327423096,2.2613022327423096,2.2613022327423096,2.2613022327423096,2.2613022327423096,2.2613022327423096,2.2613022327423096
206,0,,2.1817057132720947,2.175274610519409,2.1011812686920166,2.1011812686920166,2.1011812686920166,2.1011812686920166,2.1011812686920166,2.1011812686920166,2.1011812686920166,2.1011812686920166,2.1011812686920166,2.1011812686920166,2.1011812686920166,2.1011812686920166,2.1011812686920166,2.1011812686920166,2.1011812686920166,2.1011812686920166,2.1011812686920166,2.1011812686920166,2.1011812686920166,2.1011812686920166
76,4,,2.2651751041412354,2.2651751041412354,2.2651751041412354,2.2651751041412354,2.2651751041412354,2.2651751041412354,2.2651751041412354,2.2651751041412354,2.2651751041412354,2.2651751041412354,2.2651751041412354,2.2651751041412354,2.2651751041412354,2.2651751041412354,2.2651751041412354,2.2651751041412354,2.2651751041412354,2.2651751041412354,2.2651751041412354,2.2651751041412354,2.2651751041412354,2.2651751041412354
126,5,,2.2748606204986572,2.2748606204986572,2.2748606204986572,2.2748606204986572,2.2748606204986572,2.2748606204986572,2.2748606204986572,2.2748606204986572,2.2748606204986572,2.2748606204986572,2.2748606204986572,2.2748606204986572,2.2748606204986572,2.2748606204986572,2.2748606204986572,2.2748606204986572,2.2748606204986572,2.2748606204986572,2.2748606204986572,2.2748606204986572,2.2748606204986572,2.2748606204986572
417,4,,2.35041880607605,2.35041880607605,2.35041880607605,2.35041880607605,2.35041880607605,2.35041880607605,2.396872043609619,2.393933057785034,2.393933057785034,2.393933057785034,2.393933057785034,2.393933057785034,2.393933057785034,2.393933057785034,2.393933057785034,2.393933057785034,2.393933057785034,2.393933057785034,2.393933057785034,2.393933057785034,2.393933057785034,2.393933057785034
524,6,,2.273872137069702,2.273872137069702,2.273872137069702,2.273872137069702,2.273872137069702,2.273872137069702,2.273872137069702,2.273872137069702,2.273872137069702,2.273872137069702,2.273872137069702,2.273872137069702,2.273872137069702,2.273872137069702,2.273872137069702,2.273872137069702,2.273872137069702,2.273872137069702,2.273872137069702,2.273872137069702,2.273872137069702,2.273872137069702
535,8,,2.2410688400268555,2.2410688400268555,2.2410688400268555,2.2410688400268555,2.2410688400268555,2.2410688400268555,2.2410688400268555,2.2410688400268555,2.2410688400268555,2.2410688400268555,2.2410688400268555,2.2410688400268555,2.2410688400268555,2.2410688400268555,2.2410688400268555,2.2410688400268555,2.2410688400268555,2.2410688400268555,2.2410688400268555,2.2410688400268555,2.2410688400268555,2.2410688400268555
222,7,,2.3152153491973877,2.3152153491973877,2.3152153491973877,2.3152153491973877,2.3152153491973877,2.3152153491973877,2.3152153491973877,2.3152153491973877,2.3152153491973877,2.3152153491973877,2.3152153491973877,2.3152153491973877,2.3152153491973877,2.3152153491973877,2.3152153491973877,2.3152153491973877,2.3152153491973877,2.3152153491973877,2.3152153491973877,2.3152153491973877,2.3152153491973877,2.3152153491973877
226,0,,2.2713623046875,2.2713623046875,2.2713623046875,2.2713623046875,2.2713623046875,2.2713623046875,2.2713623046875,2.2713623046875,2.2713623046875,2.2713623046875,2.2713623046875,2.2713623046875,2.2713623046875,2.2713623046875,2.2713623046875,2.2713623046875,2.2713623046875,2.2713623046875,2.2713623046875,2.2713623046875,2.2713623046875,2.2713623046875
442,5,,2.2154760360717773,2.2154760360717773,2.2154760360717773,2.2154760360717773,2.2164955139160156,2.2164955139160156,2.2164955139160156,2.2164955139160156,2.2164955139160156,2.2164955139160156,2.2164955139160156,2.2164955139160156,2.2164955139160156,2.2164955139160156,2.2164955139160156,2.2164955139160156,2.2164955139160156,2.2164955139160156,2.2164955139160156,2.2164955139160156,2.2164955139160156,2.2164955139160156
277,1,,2.282871723175049,2.282871723175049,2.282871723175049,2.282871723175049,2.282871723175049,2.282871723175049,2.282871723175049,2.282871723175049,2.282871723175049,2.282871723175049,2.282871723175049,2.282871723175049,2.282871723175049,2.282871723175049,2.282871723175049,2.282871723175049,2.282871723175049,2.282871723175049,2.282871723175049,2.282871723175049,2.282871723175049,2.282871723175049
85,6,,2.2597126960754395,2.2597126960754395,2.2597126960754395,2.2597126960754395,2.2597126960754395,2.2597126960754395,2.2597126960754395,2.2597126960754395,2.2597126960754395,2.2597126960754395,2.2597126960754395,2.2597126960754395,2.2597126960754395,2.2597126960754395,2.2597126960754395,2.2597126960754395,2.2597126960754395,2.2597126960754395,2.2597126960754395,2.2597126960754395,2.2597126960754395,2.2597126960754395
506,4,,2.27728533744812,2.27728533744812,2.27728533744812,2.27728533744812,2.27728533744812,2.27728533744812,2.27728533744812,2.27728533744812,2.27728533744812,2.27728533744812,2.27728533744812,2.27728533744812,2.27728533744812,2.27728533744812,2.27728533744812,2.27728533744812,2.27728533744812,2.27728533744812,2.27728533744812,2.27728533744812,2.27728533744812,2.27728533744812
504,5,,2.2801249027252197,2.2801249027252197,2.2801249027252197,2.2801249027252197,2.2801249027252197,2.2801249027252197,2.2801249027252197,2.2801249027252197,2.2801249027252197,2.2801249027252197,2.2801249027252197,2.2801249027252197,2.2801249027252197,2.2801249027252197,2.2801249027252197,2.2801249027252197,2.2801249027252197,2.2801249027252197,2.2801249027252197,2.2801249027252197,2.2801249027252197,2.2801249027252197
493,8,,2.173053741455078,2.159543514251709,2.08719801902771,2.08719801902771,2.08719801902771,2.08719801902771,2.08719801902771,2.08719801902771,2.08719801902771,2.08719801902771,2.08719801902771,2.08719801902771,2.08719801902771,2.08719801902771,2.08719801902771,2.08719801902771,2.08719801902771,2.08719801902771,2.08719801902771,2.08719801902771,2.08719801902771,2.08719801902771
300,6,,2.2189126014709473,2.2189126014709473,2.2189126014709473,2.2189126014709473,2.1639251708984375,2.1639251708984375,2.1639251708984375,2.1097288131713867,2.0886242389678955,2.050252676010132,2.050252676010132,2.0137314796447754,2.0137314796447754,1.9975597858428955,1.9771289825439453,1.9527568817138672,1.894374132156372,1.894374132156372,1.8900399208068848,1.8900399208068848,1.8998830318450928,1.8998830318450928
294,1,,2.3761794567108154,2.3761794567108154,2.3761794567108154,2.3761794567108154,2.3761794567108154,2.4048256874084473,2.4031622409820557,2.38822603225708,2.3785178661346436,2.3785178661346436,2.3852646350860596,2.3852646350860596,2.3732314109802246,2.3732314109802246,2.3732314109802246,2.3732314109802246,2.3732314109802246,2.3732314109802246,2.3732314109802246,2.3732314109802246,2.3732314109802246,2.3732314109802246
295,7,,2.32356858253479,2.32356858253479,2.32356858253479,2.32356858253479,2.331026077270508,2.3235480785369873,2.304471731185913,2.2910265922546387,2.2617740631103516,2.2617740631103516,2.2265748977661133,2.2265748977661133,2.18817138671875,2.18817138671875,2.18817138671875,2.18817138671875,2.18817138671875,2.18817138671875,2.18817138671875,2.18817138671875,2.18817138671875,2.18817138671875
298,4,,2.3211114406585693,2.3211114406585693,2.3211114406585693,2.36700177192688,2.3765032291412354,2.3792734146118164,2.3856935501098633,2.3904967308044434,2.379617691040039,2.3971502780914307,2.3963232040405273,2.3963232040405273,2.403376579284668,2.4000649452209473,2.3947901725769043,2.3947901725769043,2.3947901725769043,2.3947901725769043,2.4829816818237305,2.4829816818237305,2.4829816818237305,2.4829816818237305
385,9,,2.2536685466766357,2.2536685466766357,2.2536685466766357,2.2536685466766357,2.2536685466766357,2.2536685466766357,2.2536685466766357,2.2536685466766357,2.2536685466766357,2.2536685466766357,2.2536685466766357,2.2536685466766357,2.2536685466766357,2.2536685466766357,2.2536685466766357,2.2536685466766357,2.2536685466766357,2.2536685466766357,2.2536685466766357,2.2536685466766357,2.2536685466766357,2.2536685466766357
282,8,,2.3437349796295166,2.3437349796295166,2.3437349796295166,2.3437349796295166,2.3437349796295166,2.3437349796295166,2.3437349796295166,2.3437349796295166,2.3437349796295166,2.3437349796295166,2.3437349796295166,2.3437349796295166,2.3437349796295166,2.3437349796295166,2.3437349796295166,2.3437349796295166,2.3437349796295166,2.3437349796295166,2.3437349796295166,2.3437349796295166,2.3437349796295166,2.3437349796295166
246,9,,2.2634170055389404,2.2634170055389404,2.2634170055389404,2.2634170055389404,2.2634170055389404,2.2634170055389404,2.2634170055389404,2.2634170055389404,2.2634170055389404,2.2634170055389404,2.2634170055389404,2.2634170055389404,2.2634170055389404,2.2634170055389404,2.2634170055389404,2.2634170055389404,2.2634170055389404,2.2634170055389404,2.2634170055389404,2.2634170055389404,2.2634170055389404,2.2634170055389404
182,9,,2.2556889057159424,2.2556889057159424,2.2556889057159424,2.2556889057159424,2.2556889057159424,2.2556889057159424,2.2556889057159424,2.2556889057159424,2.2556889057159424,2.2556889057159424,2.2556889057159424,2.2556889057159424,2.2556889057159424,2.2556889057159424,2.2556889057159424,2.2556889057159424,2.2556889057159424,2.2556889057159424,2.2556889057159424,2.2556889057159424,2.2556889057159424,2.2556889057159424
533,3,,2.2575576305389404,2.2575576305389404,2.2575576305389404,2.2575576305389404,2.2575576305389404,2.2575576305389404,2.2575576305389404,2.2575576305389404,2.2575576305389404,2.2575576305389404,2.2575576305389404,2.2575576305389404,2.2575576305389404,2.2575576305389404,2.2575576305389404,2.2575576305389404,2.2575576305389404,2.2575576305389404,2.2575576305389404,2.2575576305389404,2.2575576305389404,2.2575576305389404
289,6,,2.1321001052856445,2.1384971141815186,2.130930185317993,2.130930185317993,2.1096436977386475,2.1096436977386475,2.0942330360412598,2.0942330360412598,2.0942330360412598,2.0942330360412598,2.0942330360412598,2.0942330360412598,2.0942330360412598,2.0942330360412598,2.0942330360412598,2.0942330360412598,2.0942330360412598,2.0942330360412598,2.0942330360412598,2.0942330360412598,2.0942330360412598,2.0942330360412598
543,3,,2.2529871463775635,2.2529871463775635,2.2529871463775635,2.2529871463775635,2.2529871463775635,2.2529871463775635,2.2529871463775635,2.2529871463775635,2.2529871463775635,2.2529871463775635,2.2529871463775635,2.2529871463775635,2.2529871463775635,2.2529871463775635,2.2529871463775635,2.2529871463775635,2.2529871463775635,2.2529871463775635,2.2529871463775635,2.2529871463775635,2.2529871463775635,2.2529871463775635
171,0,,2.1910276412963867,2.1630873680114746,2.111990451812744,2.111990451812744,2.111990451812744,2.111990451812744,2.111990451812744,2.111990451812744,2.111990451812744,2.111990451812744,2.111990451812744,2.111990451812744,2.111990451812744,2.111990451812744,2.111990451812744,2.111990451812744,2.111990451812744,2.111990451812744,2.111990451812744,2.111990451812744,2.111990451812744,2.111990451812744
352,1,,2.25753116607666,2.25753116607666,2.25753116607666,2.25753116607666,2.25753116607666,2.25753116607666,2.25753116607666,2.25753116607666,2.25753116607666,2.25753116607666,2.25753116607666,2.25753116607666,2.25753116607666,2.25753116607666,2.25753116607666,2.25753116607666,2.25753116607666,2.25753116607666,2.25753116607666,2.25753116607666,2.25753116607666,2.25753116607666
185,6,,2.2935409545898438,2.2935409545898438,2.2935409545898438,2.2935409545898438,2.2935409545898438,2.2935409545898438,2.2935409545898438,2.2935409545898438,2.2935409545898438,2.2935409545898438,2.2935409545898438,2.2935409545898438,2.2935409545898438,2.2935409545898438,2.2935409545898438,2.2935409545898438,2.2935409545898438,2.2935409545898438,2.2935409545898438,2.2935409545898438,2.2935409545898438,2.2935409545898438
287,9,,2.3015642166137695,2.3015642166137695,2.3015642166137695,2.3015642166137695,2.2988219261169434,2.2988219261169434,2.2988219261169434,2.2988219261169434,2.2988219261169434,2.2988219261169434,2.2988219261169434,2.2988219261169434,2.2988219261169434,2.2988219261169434,2.2988219261169434,2.2988219261169434,2.2988219261169434,2.2988219261169434,2.2988219261169434,2.2988219261169434,2.2988219261169434,2.2988219261169434
124,4,,2.27105450630188,2.27105450630188,2.27105450630188,2.27105450630188,2.27105450630188,2.27105450630188,2.27105450630188,2.27105450630188,2.27105450630188,2.27105450630188,2.27105450630188,2.27105450630188,2.27105450630188,2.27105450630188,2.27105450630188,2.27105450630188,2.27105450630188,2.27105450630188,2.27105450630188,2.27105450630188,2.27105450630188,2.27105450630188
475,6,,2.2543225288391113,2.2543225288391113,2.2543225288391113,2.2543225288391113,2.2543225288391113,2.2543225288391113,2.2543225288391113,2.2543225288391113,2.2543225288391113,2.2543225288391113,2.2543225288391113,2.2543225288391113,2.2543225288391113,2.2543225288391113,2.2543225288391113,2.2543225288391113,2.2543225288391113,2.2543225288391113,2.2543225288391113,2.2543225288391113,2.2543225288391113,2.2543225288391113
411,1,,2.277771472930908,2.277771472930908,2.277771472930908,2.277771472930908,2.277771472930908,2.277771472930908,2.245727777481079,2.245727777481079,2.2227747440338135,2.2227747440338135,2.2227747440338135,2.2227747440338135,2.2227747440338135,2.2227747440338135,2.2227747440338135,2.2227747440338135,2.2227747440338135,2.2227747440338135,2.2227747440338135,2.2227747440338135,2.2227747440338135,2.2227747440338135
495,6,,2.2521777153015137,2.2521777153015137,2.2521777153015137,2.2521777153015137,2.2521777153015137,2.2521777153015137,2.2521777153015137,2.2521777153015137,2.2521777153015137,2.2521777153015137,2.2521777153015137,2.2521777153015137,2.2521777153015137,2.2521777153015137,2.2521777153015137,2.2521777153015137,2.2521777153015137,2.2521777153015137,2.2521777153015137,2.2521777153015137,2.2521777153015137,2.2521777153015137
271,6,,2.2495741844177246,2.2495741844177246,2.2495741844177246,2.2495741844177246,2.2495741844177246,2.2495741844177246,2.2495741844177246,2.2495741844177246,2.2495741844177246,2.2495741844177246,2.2495741844177246,2.2495741844177246,2.2495741844177246,2.2495741844177246,2.2495741844177246,2.2495741844177246,2.2495741844177246,2.2495741844177246,2.2495741844177246,2.2495741844177246,2.2495741844177246,2.2495741844177246
58,8,,2.269493579864502,2.269493579864502,2.269493579864502,2.269493579864502,2.269493579864502,2.269493579864502,2.269493579864502,2.269493579864502,2.269493579864502,2.269493579864502,2.269493579864502,2.269493579864502,2.269493579864502,2.269493579864502,2.269493579864502,2.1980645656585693,2.1980645656585693,2.1980645656585693,2.1980645656585693,2.1980645656585693,2.1980645656585693,2.1980645656585693
510,6,,2.2577450275421143,2.2577450275421143,2.2577450275421143,2.2577450275421143,2.2577450275421143,2.2577450275421143,2.2577450275421143,2.2577450275421143,2.2577450275421143,2.2577450275421143,2.2577450275421143,2.2577450275421143,2.2577450275421143,2.2577450275421143,2.2577450275421143,2.2577450275421143,2.2577450275421143,2.2577450275421143,2.2577450275421143,2.2577450275421143,2.2577450275421143,2.2577450275421143
196,6,,2.210287094116211,2.210287094116211,2.210287094116211,2.210287094116211,2.210287094116211,2.210287094116211,2.210287094116211,2.210287094116211,2.210287094116211,2.210287094116211,2.210287094116211,2.210287094116211,2.210287094116211,2.210287094116211,2.210287094116211,2.210287094116211,2.210287094116211,2.210287094116211,2.210287094116211,2.210287094116211,2.210287094116211,2.210287094116211
86,8,,2.2207019329071045,2.2207019329071045,2.2207019329071045,2.2207019329071045,2.2207019329071045,2.2207019329071045,2.2207019329071045,2.2207019329071045,2.2207019329071045,2.2207019329071045,2.2207019329071045,2.2207019329071045,2.2207019329071045,2.2207019329071045,2.2207019329071045,2.2207019329071045,2.2207019329071045,2.2207019329071045,2.2207019329071045,2.2207019329071045,2.2207019329071045,2.2207019329071045
502,6,,2.285832405090332,2.285832405090332,2.285832405090332,2.285832405090332,2.285832405090332,2.285832405090332,2.285832405090332,2.285832405090332,2.285832405090332,2.285832405090332,2.285832405090332,2.285832405090332,2.285832405090332,2.285832405090332,2.285832405090332,2.285832405090332,2.285832405090332,2.285832405090332,2.285832405090332,2.285832405090332,2.285832405090332,2.285832405090332
107,6,,2.271319627761841,2.271319627761841,2.271319627761841,2.271319627761841,2.271319627761841,2.271319627761841,2.271319627761841,2.271319627761841,2.271319627761841,2.271319627761841,2.271319627761841,2.271319627761841,2.271319627761841,2.271319627761841,2.271319627761841,2.271319627761841,2.271319627761841,2.271319627761841,2.271319627761841,2.271319627761841,2.271319627761841,2.271319627761841
509,6,,2.277076244354248,2.277076244354248,2.277076244354248,2.277076244354248,2.277076244354248,2.277076244354248,2.277076244354248,2.277076244354248,2.277076244354248,2.277076244354248,2.277076244354248,2.277076244354248,2.277076244354248,2.277076244354248,2.277076244354248,2.277076244354248,2.277076244354248,2.277076244354248,2.277076244354248,2.277076244354248,2.277076244354248,2.277076244354248
513,8,,2.246076822280884,2.246076822280884,2.246076822280884,2.246076822280884,2.246076822280884,2.246076822280884,2.246076822280884,2.246076822280884,2.246076822280884,2.246076822280884,2.246076822280884,2.246076822280884,2.246076822280884,2.246076822280884,2.246076822280884,2.246076822280884,2.246076822280884,2.246076822280884,2.246076822280884,2.246076822280884,2.246076822280884,2.246076822280884
465,9,,2.251227617263794,2.251227617263794,2.251227617263794,2.251227617263794,2.251227617263794,2.251227617263794,2.251227617263794,2.251227617263794,2.251227617263794,2.251227617263794,2.251227617263794,2.251227617263794,2.251227617263794,2.251227617263794,2.251227617263794,2.251227617263794,2.251227617263794,2.251227617263794,2.251227617263794,2.251227617263794,2.251227617263794,2.251227617263794
532,0,,2.2019340991973877,2.1886351108551025,2.140815019607544,2.140815019607544,2.140815019607544,2.140815019607544,2.140815019607544,2.140815019607544,2.140815019607544,2.140815019607544,2.140815019607544,2.140815019607544,2.140815019607544,2.140815019607544,2.140815019607544,2.140815019607544,2.140815019607544,2.140815019607544,2.140815019607544,2.140815019607544,2.140815019607544,2.140815019607544
